0	2	3172
1	2	3229
2	0	807
2	1	2298
3	0	807
3	1	2467
4	2	1754
5	2	1083
6	2	2728
7	2	2910
8	2	723
9	0	737
9	1	2298
10	2	1609
11	2	731
12	2	3116
13	2	1346
14	2	3187
15	2	1627
16	0	807
16	1	1226
17	0	807
17	1	2308
18	2	3370
19	0	908
19	1	2308
20	2	2790
21	0	3392
21	1	2032
22	2	2553
23	2	2813
24	2	355
25	2	1822
26	2	255
27	2	3406
28	2	2473
29	2	324
30	2	832
31	0	807
31	1	3370
32	0	908
32	1	1226
33	2	2492
34	2	2015
35	2	1478
36	0	737
36	1	1226
37	2	2511
38	0	2496
38	1	2683
39	0	2496
39	1	2032
40	2	1574
41	2	418
42	2	2371
43	2	279
44	0	2698
44	1	2467
45	0	908
45	1	2790
46	2	471
47	0	78
47	1	2467
48	0	3076
48	1	2298
49	2	988
50	2	1029
51	2	1403
52	0	78
52	1	2298
53	2	1266
54	2	2248
55	0	807
55	1	1588
56	0	3300
56	1	2467
57	2	3165
58	2	1969
59	2	1915
60	0	807
60	1	2910
61	0	737
61	1	2505
62	2	478
63	2	569
64	0	908
64	1	1507
65	0	98
65	1	3370
66	2	2156
67	2	2969
68	0	908
68	1	419
69	2	210
70	2	1459
71	2	2949
72	2	2894
73	2	3494
74	0	908
74	1	324
75	2	159
76	0	1060
76	1	2298
77	2	1665
78	0	807
78	1	3174
79	0	78
79	1	419
80	2	1975
81	0	3417
81	1	324
82	0	98
82	1	3456
83	0	2571
83	1	1627
84	2	876
85	0	225
85	1	419
86	0	98
86	1	2790
87	0	2713
87	1	723
88	2	3196
89	0	737
89	1	2522
90	0	750
90	1	2298
91	0	225
91	1	2205
92	0	807
92	1	3204
93	0	908
93	1	3204
94	2	2675
95	2	974
96	2	1888
97	2	709
98	2	76
99	0	807
99	1	889
100	0	225
100	1	3370
101	0	908
101	1	2205
102	0	3099
102	1	2467
103	0	78
103	1	1507
104	2	2395
105	0	604
105	1	2461
106	0	2698
106	1	2298
107	0	807
107	1	2511
108	0	1531
108	1	2790
109	0	78
109	1	3172
110	0	2025
110	1	1226
111	2	1212
112	0	737
112	1	2032
113	2	1840
114	2	2972
115	2	1072
116	2	2925
117	0	2805
117	1	2522
118	2	3156
119	0	1248
119	1	2308
120	2	280
121	0	807
121	1	832
122	0	78
122	1	2505
123	2	3100
124	0	2623
124	1	2467
125	0	807
125	1	280
126	2	1337
127	0	225
127	1	1507
128	2	2064
129	0	98
129	1	2683
130	2	241
131	2	204
132	0	2623
132	1	1627
133	2	1708
134	0	908
134	1	3001
135	2	1187
136	0	746
136	1	2298
137	0	737
137	1	2612
138	2	2397
139	2	2021
140	0	807
140	1	2612
141	2	2068
142	2	2263
143	0	809
143	1	2790
144	0	3076
144	1	3229
145	2	1907
146	0	807
146	1	1591
147	2	2316
148	2	2045
149	0	1982
149	1	2790
150	2	83
151	0	1132
151	1	2308
152	2	3383
153	2	2765
154	0	2080
154	1	2467
155	0	807
155	1	2370
156	0	807
156	1	2040
157	0	1060
157	1	3172
158	0	2496
158	1	419
159	2	917
160	0	2025
160	1	2467
161	0	78
161	1	1627
162	0	908
162	1	2910
163	2	339
164	0	604
164	1	2467
165	0	1248
165	1	1226
166	0	908
166	1	832
167	0	2063
167	1	1627
168	0	156
168	1	2853
169	2	1572
170	0	908
170	1	2032
171	2	2247
172	0	807
172	1	2693
173	0	737
173	1	2511
174	0	2713
174	1	218
175	2	2433
176	2	1930
177	0	3417
177	1	2467
178	2	2198
179	2	2385
180	0	807
180	1	2311
181	2	1105
182	2	3206
183	2	2556
184	0	1531
184	1	2308
185	0	2496
185	1	2910
186	0	2805
186	1	3174
187	0	3316
187	1	3132
188	0	1560
188	1	2467
189	0	807
189	1	1323
190	0	737
190	1	1846
191	2	2868
192	2	682
193	0	1248
193	1	2910
194	0	788
194	1	2298
195	0	908
195	1	3174
196	2	3473
197	2	1792
198	2	199
199	2	1833
200	0	1442
200	1	723
201	2	1251
