0	0	5737
0	1	3122
0	1	6627
0	1	2388
0	1	7746
0	1	5255
0	1	1251
0	1	441
0	1	2492
0	1	1449
0	1	3819
0	1	4116
0	1	1072
0	1	2130
0	1	1980
0	1	5027
0	1	7156
0	1	4699
0	1	835
0	1	4392
0	2	1470
1	1	2130
1	2	6299
2	1	2492
2	2	2160
3	0	6044
3	1	3122
3	1	441
3	1	1449
3	1	1980
3	1	894
3	1	7156
3	1	4699
3	1	6953
3	1	1072
3	1	2130
3	1	6627
3	1	5940
3	1	1251
3	1	3819
3	1	4116
3	1	7746
3	1	2388
3	1	5255
3	1	2492
3	1	835
3	1	4392
3	2	5589
4	1	2492
4	2	631
5	1	2492
5	2	1825
6	1	2492
6	2	1623
7	1	3122
7	2	5766
8	1	3122
8	2	5762
9	1	2492
9	2	2785
10	1	3122
10	2	1690
11	0	3298
11	1	3122
11	1	441
11	1	1449
11	1	1980
11	1	894
11	1	7156
11	1	4699
11	1	6953
11	1	1072
11	1	2130
11	1	6627
11	1	5940
11	1	1251
11	1	4116
11	1	7746
11	1	2388
11	1	5255
11	1	2492
11	1	835
11	1	4392
11	2	465
12	0	3298
12	1	5940
12	1	2388
12	1	5255
12	1	1251
12	1	2492
12	1	1449
12	1	1072
12	2	6585
13	0	3298
13	1	2388
13	1	5255
13	1	2492
13	1	1072
13	1	2130
13	1	4699
13	2	3377
14	0	5218
14	1	5940
14	1	3122
14	1	2388
14	1	7830
14	1	1251
14	1	2492
14	1	1449
14	1	4116
14	1	1072
14	1	1980
14	1	6627
14	1	4392
14	2	498
15	1	2492
15	2	788
16	0	5218
16	1	3122
16	1	441
16	1	1449
16	1	5027
16	1	1980
16	1	7156
16	1	4699
16	1	7830
16	1	6953
16	1	1072
16	1	6627
16	1	5940
16	1	1251
16	1	3819
16	1	4116
16	1	7746
16	1	2388
16	1	5255
16	1	2492
16	1	835
16	1	4392
16	2	2686
17	1	2492
17	2	3379
18	0	5218
18	1	3122
18	1	6627
18	1	2388
18	1	6953
18	1	5255
18	1	1251
18	1	2492
18	1	1449
18	1	835
18	1	4116
18	1	1072
18	1	1980
18	1	894
18	1	7156
18	1	4699
18	1	4392
18	2	2826
19	1	2492
19	2	4301
20	1	2492
20	2	2738
21	1	5255
21	2	6227
22	0	6283
22	1	3122
22	1	2388
22	1	7746
22	1	6953
22	1	5255
22	1	1251
22	1	441
22	1	2492
22	1	1449
22	1	3819
22	1	4116
22	1	1072
22	1	2130
22	1	1980
22	1	835
22	1	7156
22	1	4699
22	1	4392
22	2	3878
23	1	3122
23	1	2388
23	1	2492
23	1	1449
23	1	835
23	1	1072
23	1	5027
23	1	6627
23	2	5616
24	0	6044
24	1	3122
24	1	6627
24	1	2388
24	1	7746
24	1	5255
24	1	1251
24	1	441
24	1	2492
24	1	1449
24	1	835
24	1	4116
24	1	1072
24	1	7796
24	1	1980
24	1	2130
24	1	7156
24	1	4699
24	1	4392
24	2	4162
25	1	2492
25	2	6014
26	0	6207
26	1	5940
26	1	3122
26	1	2388
26	1	7746
26	1	6953
26	1	5255
26	1	1251
26	1	441
26	1	2492
26	1	1449
26	1	835
26	1	4116
26	1	1072
26	1	2130
26	1	1980
26	1	894
26	1	7156
26	1	4699
26	1	4392
26	2	2249
27	0	6207
27	1	3122
27	1	441
27	1	1449
27	1	5027
27	1	1980
27	1	894
27	1	7156
27	1	4699
27	1	6953
27	1	1072
27	1	2130
27	1	6627
27	1	5940
27	1	4370
27	1	1251
27	1	3819
27	1	4116
27	1	7746
27	1	2388
27	1	5255
27	1	2492
27	1	835
27	1	4392
27	2	6154
28	0	6207
28	1	2388
28	1	5255
28	1	1251
28	1	2492
28	1	1449
28	1	4116
28	1	1072
28	1	1980
28	1	4392
28	2	2260
29	0	6207
29	1	2388
29	1	5255
29	1	1251
29	1	2492
29	1	1449
29	1	835
29	1	4116
29	1	1072
29	1	2130
29	1	1980
29	1	7156
29	1	4699
29	1	4392
29	2	1688
30	1	2492
30	2	7560
31	1	835
31	2	4353
32	1	5940
32	2	2055
33	1	2492
33	2	376
34	1	2388
34	1	6953
34	1	5255
34	1	1251
34	1	441
34	1	2492
34	1	1449
34	1	4116
34	1	1072
34	1	2130
34	1	1980
34	1	7156
34	2	548
35	1	2492
35	2	981
36	1	3122
36	1	6627
36	1	2388
36	1	5255
36	1	1251
36	1	441
36	1	2492
36	1	1449
36	1	4116
36	1	1072
36	1	2130
36	1	1980
36	1	7156
36	1	4699
36	1	4392
36	2	3787
37	0	302
37	1	3122
37	1	2388
37	1	5255
37	1	1251
37	1	441
37	1	2492
37	1	1449
37	1	835
37	1	4116
37	1	1072
37	1	2130
37	1	7156
37	1	4699
37	2	6145
38	1	2492
38	2	5280
39	0	6592
39	1	2388
39	1	5255
39	1	1251
39	1	2492
39	1	1449
39	1	835
39	1	4116
39	1	1072
39	1	2130
39	1	1980
39	1	7156
39	1	4699
39	1	4392
39	2	4545
40	1	7746
40	2	4027
41	0	3622
41	1	5940
41	1	3122
41	1	2388
41	1	7746
41	1	5255
41	1	1251
41	1	441
41	1	2492
41	1	1449
41	1	835
41	1	1072
41	1	2130
41	1	1980
41	1	7156
41	1	6627
41	1	4392
41	2	5908
42	0	3622
42	1	3122
42	1	441
42	1	1449
42	1	5027
42	1	1980
42	1	7156
42	1	4699
42	1	6953
42	1	1072
42	1	2130
42	1	6627
42	1	7294
42	1	5940
42	1	1251
42	1	4116
42	1	7746
42	1	2388
42	1	5255
42	1	2492
42	1	835
42	1	4392
42	2	5295
43	1	2388
43	2	6530
44	0	2725
44	1	3122
44	1	441
44	1	1449
44	1	1980
44	1	894
44	1	7156
44	1	4699
44	1	6953
44	1	1072
44	1	2130
44	1	6627
44	1	1251
44	1	3819
44	1	4116
44	1	7746
44	1	2388
44	1	5255
44	1	2492
44	1	835
44	1	4392
44	2	1204
45	0	2725
45	1	2492
45	2	6943
46	1	4116
46	2	4009
47	1	2492
47	2	7532
48	0	4428
48	1	5940
48	1	3122
48	1	6627
48	1	2388
48	1	7830
48	1	6953
48	1	5255
48	1	1251
48	1	441
48	1	2492
48	1	1449
48	1	4116
48	1	1072
48	1	2130
48	1	1980
48	1	7156
48	1	4699
48	1	4392
48	2	1551
49	1	2492
49	2	5017
50	0	5760
50	1	3122
50	1	441
50	1	1449
50	1	5027
50	1	1980
50	1	894
50	1	7156
50	1	4699
50	1	6953
50	1	1072
50	1	2130
50	1	6627
50	1	1251
50	1	3819
50	1	4116
50	1	7746
50	1	2388
50	1	5255
50	1	2492
50	1	835
50	1	4392
50	2	4564
51	1	2492
51	2	1006
52	1	4116
52	2	6857
53	1	4116
53	2	7937
54	0	3020
54	1	5940
54	1	3122
54	1	6627
54	1	2388
54	1	7746
54	1	6953
54	1	5255
54	1	1251
54	1	441
54	1	2492
54	1	1449
54	1	835
54	1	4116
54	1	1072
54	1	2130
54	1	1980
54	1	7156
54	1	4699
54	1	4392
54	2	7383
55	0	2725
55	1	3122
55	1	441
55	1	1449
55	1	5027
55	1	1980
55	1	894
55	1	7156
55	1	4699
55	1	6953
55	1	1072
55	1	2130
55	1	6627
55	1	5940
55	1	4370
55	1	1251
55	1	3819
55	1	4116
55	1	7746
55	1	2388
55	1	5255
55	1	2492
55	1	835
55	1	4392
55	2	5286
56	1	2492
56	2	649
57	0	6997
57	1	3122
57	1	441
57	1	1449
57	1	1980
57	1	894
57	1	7156
57	1	4699
57	1	7830
57	1	6953
57	1	1072
57	1	2130
57	1	6627
57	1	4370
57	1	1251
57	1	3819
57	1	4116
57	1	7746
57	1	2388
57	1	5255
57	1	2492
57	1	835
57	1	4392
57	2	1100
58	0	2725
58	1	3122
58	1	2388
58	1	6953
58	1	5255
58	1	1251
58	1	441
58	1	2492
58	1	1449
58	1	835
58	1	4116
58	1	1072
58	1	2130
58	1	7156
58	1	4699
58	1	4392
58	2	5654
59	0	6076
59	1	2388
59	1	7746
59	1	5255
59	1	1251
59	1	2492
59	1	1449
59	1	4116
59	1	1072
59	1	1980
59	1	7156
59	1	4392
59	2	1721
60	0	6076
60	1	3122
60	1	441
60	1	1449
60	1	1980
60	1	7156
60	1	4699
60	1	7830
60	1	6953
60	1	1072
60	1	2130
60	1	6627
60	1	7294
60	1	5940
60	1	1251
60	1	3819
60	1	4116
60	1	7746
60	1	2388
60	1	5255
60	1	2492
60	1	835
60	1	4392
60	2	3068
61	0	6207
61	1	5940
61	1	3122
61	1	2388
61	1	5255
61	1	1251
61	1	441
61	1	2492
61	1	1449
61	1	4116
61	1	1072
61	1	1980
61	1	7156
61	1	4699
61	1	4392
61	2	2375
62	0	6207
62	1	2492
62	2	5228
63	0	2725
63	1	7156
63	2	3778
64	0	2725
64	1	3122
64	1	2388
64	1	5255
64	1	1251
64	1	441
64	1	2492
64	1	1449
64	1	835
64	1	4116
64	1	1072
64	1	1980
64	1	7156
64	1	4392
64	2	4379
65	1	441
65	2	7009
66	1	2492
66	2	3067
67	0	5866
67	1	3122
67	1	441
67	1	1449
67	1	5027
67	1	1980
67	1	7156
67	1	4699
67	1	7830
67	1	1072
67	1	2130
67	1	6627
67	1	5940
67	1	1251
67	1	3819
67	1	4116
67	1	7746
67	1	2388
67	1	5255
67	1	2492
67	1	835
67	1	4392
67	2	3999
68	0	5866
68	1	5940
68	1	3122
68	1	6627
68	1	2388
68	1	5255
68	1	1251
68	1	2492
68	1	1449
68	1	835
68	1	4116
68	1	1072
68	1	2130
68	1	1980
68	1	7156
68	1	4699
68	1	7746
68	2	1086
69	0	5866
69	1	5940
69	1	3122
69	1	1251
69	1	1449
69	2	5776
70	0	3132
70	1	3122
70	1	441
70	1	1449
70	1	5027
70	1	1980
70	1	894
70	1	7156
70	1	4699
70	1	7830
70	1	6953
70	1	1072
70	1	2130
70	1	6627
70	1	5940
70	1	1251
70	1	3819
70	1	4116
70	1	7746
70	1	2388
70	1	5255
70	1	2492
70	1	835
70	1	4392
70	2	2122
71	1	3122
71	1	894
71	1	2388
71	1	5255
71	1	1251
71	1	441
71	1	2492
71	1	1449
71	1	835
71	1	4116
71	1	1072
71	1	2130
71	1	1980
71	1	5027
71	1	7156
71	1	6627
71	1	4392
71	2	805
72	1	1980
72	2	5761
73	1	2388
73	2	6536
74	0	2522
74	1	5940
74	1	4370
74	1	3122
74	1	2388
74	1	7746
74	1	6953
74	1	5255
74	1	1251
74	1	2492
74	1	1449
74	1	835
74	1	4116
74	1	1072
74	1	2130
74	1	1980
74	1	7156
74	1	4699
74	1	4392
74	2	4859
75	1	2492
75	2	6423
76	0	1207
76	1	5940
76	1	3122
76	1	5255
76	1	1251
76	1	2492
76	1	1449
76	1	835
76	1	4116
76	1	2130
76	1	1980
76	1	7156
76	1	6627
76	2	5849
77	1	2492
77	2	1330
78	1	1449
78	2	2770
79	1	1449
79	2	6663
80	1	1449
80	2	2528
81	1	1449
81	2	7004
82	1	1072
82	2	6644
83	1	2492
83	2	1506
84	0	3744
84	1	2388
84	1	5255
84	1	1251
84	1	2492
84	1	1072
84	1	1980
84	1	7156
84	2	3988
85	0	1609
85	1	2388
85	1	6953
85	1	5255
85	1	1251
85	1	2492
85	1	1449
85	1	4116
85	1	1072
85	1	2130
85	1	1980
85	1	894
85	1	7156
85	1	6627
85	2	668
86	1	7294
86	2	4942
87	0	3132
87	1	3122
87	1	441
87	1	1449
87	1	5027
87	1	1980
87	1	894
87	1	7156
87	1	4699
87	1	1072
87	1	2130
87	1	6627
87	1	1251
87	1	3819
87	1	4116
87	1	7746
87	1	2388
87	1	5255
87	1	2492
87	1	835
87	1	4392
87	2	3489
88	0	3132
88	1	3122
88	1	2388
88	1	5255
88	1	1251
88	1	2492
88	1	1449
88	1	4116
88	1	1072
88	1	1980
88	1	4699
88	2	6747
89	1	1980
89	2	2947
90	0	6397
90	1	5940
90	1	4370
90	1	3122
90	1	6627
90	1	2388
90	1	6953
90	1	5255
90	1	1251
90	1	2492
90	1	1449
90	1	3819
90	1	4116
90	1	1072
90	1	2130
90	1	1980
90	1	835
90	1	7156
90	1	4699
90	1	4392
90	2	3019
91	1	2130
91	2	1153
92	0	3831
92	1	1251
92	1	2492
92	1	1072
92	1	1980
92	2	50
93	1	1449
93	2	7856
94	1	1449
94	2	1901
95	1	3122
95	2	913
96	0	3916
96	1	3122
96	1	2388
96	1	5255
96	1	1251
96	1	2492
96	1	1449
96	1	4116
96	1	1072
96	1	2130
96	2	7939
97	1	2492
97	2	1787
98	0	6576
98	1	7156
98	2	7065
99	0	5866
99	1	3122
99	1	2388
99	1	5255
99	1	1251
99	1	2492
99	1	1449
99	1	4116
99	1	1072
99	1	2130
99	1	1980
99	1	7156
99	2	5283
100	1	2492
100	2	5417
101	1	1251
101	2	5652
102	1	1449
102	2	1023
103	0	6207
103	1	3122
103	1	441
103	1	1449
103	1	1980
103	1	7156
103	1	4699
103	1	1072
103	1	2130
103	1	6627
103	1	5940
103	1	1156
103	1	1251
103	1	3819
103	1	4116
103	1	7746
103	1	2388
103	1	5255
103	1	2492
103	1	835
103	1	4392
103	2	92
104	0	6576
104	1	5940
104	1	3122
104	1	2388
104	1	7746
104	1	6953
104	1	5255
104	1	1251
104	1	441
104	1	2492
104	1	1449
104	1	4116
104	1	1072
104	1	2130
104	1	1980
104	1	7156
104	1	6627
104	1	4392
104	2	7533
105	0	5512
105	1	2388
105	1	5255
105	1	1251
105	1	441
105	1	2492
105	1	1449
105	1	4116
105	1	1072
105	1	2130
105	1	1980
105	1	7156
105	1	4699
105	1	4392
105	2	389
106	1	4116
106	2	2713
107	0	5512
107	1	7294
107	1	3122
107	1	2388
107	1	5255
107	1	1251
107	1	441
107	1	2492
107	1	1449
107	1	3819
107	1	4116
107	1	1072
107	1	2130
107	1	1980
107	1	7156
107	1	4699
107	1	4392
107	2	5523
108	0	5512
108	1	5255
108	1	1251
108	1	2492
108	1	1449
108	1	1072
108	1	2130
108	1	1980
108	1	7156
